word_probability.txt:
0.11492820618769692 0.11381772635710966 0.1514465291049016 0.3082211016992924 0.31158643665099944
cubic 0.0007511945224373184 1.2419891698544389e-05 9.631220564582149e-06 2.4880697057608766e-05 1.9700163511357145e-05
row 0.00011083197872026008 7.451935019126633e-05 2.889366169374645e-05 0.00024880697057608767 1.9700163511357145e-05
construct 0.0001724053002315157 3.725967509563317e-05 4.815610282291075e-05 0.00011445120646500032 0.0001329761037016607
strike 0.0004433279148810403 0.00019871826717671022 5.77873233874929e-05 2.4880697057608766e-05 4.4325367900553575e-05
nearli 0.00012314664302251122 0.00018629837547816584 0.00014446830846873225 6.966595176130454e-05 8.865073580110715e-05
weekli 0.00019703462883601794 0.0003104972924636097 0.00022151807298538944 2.985683646913052e-05 9.850081755678572e-06
weak 0.00019703462883601794 3.725967509563317e-05 0.00020225563185622515 1.492841823456526e-05 0.0001428261854573393
sosnoff 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 0.0003284252011604357 1.4775122633517858e-05
appropri 8.620265011575784e-05 0.00012419891698544388 0.0002985678375020466 8.957050940739155e-05 2.462520438919643e-05
regul 0.00011083197872026008 7.451935019126633e-05 0.00020225563185622515 0.00010947506705347856 6.402553141191072e-05
unless 0.00011083197872026008 9.935913358835511e-05 0.0001348370879041501 0.00017416487940326137 2.462520438919643e-05
achiev 8.620265011575784e-05 7.451935019126633e-05 0.00020225563185622515 4.976139411521753e-05 0.0001329761037016607
almost 6.157332151125561e-05 0.00019871826717671022 0.00020225563185622515 4.976139411521753e-05 9.357577667894643e-05
mill 6.157332151125561e-05 0.00018629837547816584 6.741854395207504e-05 0.00014430804293413083 7.387561316758929e-05
session 0.00013546130732476231 6.209945849272194e-05 0.0004622985870999432 9.952278823043507e-06 2.462520438919643e-05
eep 1.2314664302251121e-05 0.000832132743802474 9.631220564582149e-06 4.976139411521753e-06 4.925040877839286e-06
consumpt 0.0004433279148810403 0.00023597794227234338 0.0001155746467749858 4.976139411521753e-06 9.850081755678572e-06
mar 0.00013546130732476231 0.00016145859208107705 4.815610282291075e-05 3.483297588065227e-05 0.00016745138984653572
disput 0.0002955519432540269 9.935913358835511e-05 5.77873233874929e-05 9.952278823043507e-05 5.910049053407143e-05
turn 9.851731441800897e-05 0.00012419891698544388 0.00012520586733956796 6.46898123497828e-05 0.00012805106282382143
shell 0.0005172159006945471 1.2419891698544389e-05 9.631220564582149e-06 1.9904557646087013e-05 0.00010835089931246429
consist 7.388798581350672e-05 9.935913358835511e-05 0.00016373074959789654 0.00013933190352260908 5.4175449656232146e-05
primari 9.851731441800897e-05 3.725967509563317e-05 6.741854395207504e-05 2.985683646913052e-05 0.00022655188038060717
tomorrow 0.00011083197872026008 0.00013661880868398826 0.0002696741758083002 6.966595176130454e-05 3.940032702271429e-05
grower 1.2314664302251121e-05 0.0007700332853097521 9.631220564582149e-06 2.4880697057608766e-05 4.925040877839286e-06
station 0.00011083197872026008 1.2419891698544389e-05 9.631220564582149e-06 0.0002338785523415224 5.4175449656232146e-05
water 0.0003694399290675336 0.00023597794227234338 9.631220564582149e-06 5.971367293826104e-05 3.4475286144875004e-05
prime 0.00016009063592926456 4.9679566794177554e-05 0.0002311492935499716 0.00010947506705347856 2.9550245267035716e-05
legal 3.694399290675336e-05 0.00012419891698544388 4.815610282291075e-05 0.00017416487940326137 7.880065404542858e-05
slow 0.00011083197872026008 0.00023597794227234338 0.0002504117346791359 2.4880697057608766e-05 4.925040877839286e-05
worldwid 0.00020934929313826906 2.4839783397088777e-05 7.704976451665719e-05 0.00013435576411108735 7.387561316758929e-05
trend 0.00013546130732476231 0.00016145859208107705 0.00021188685242080728 4.976139411521753e-05 6.402553141191072e-05
today' 0.00012314664302251122 0.00018629837547816584 0.0002889366169374645 3.9809115292174026e-05 2.9550245267035716e-05
cite 0.00012314664302251122 0.00017387848377962143 7.704976451665719e-05 7.46420911728263e-05 0.00010835089931246429
boston 2.4629328604502242e-05 1.2419891698544389e-05 9.631220564582149e-06 0.0002438308311645659 7.880065404542858e-05
iv 1.2314664302251121e-05 8.693924188981071e-05 9.631220564582149e-06 0.00029359222527978345 4.925040877839286e-06
defend 0.0002955519432540269 4.9679566794177554e-05 0.00014446830846873225 6.46898123497828e-05 5.910049053407143e-05
staff 7.388798581350672e-05 0.0001117790252868995 8.668098508123935e-05 0.00011445120646500032 0.00010342585843462501
venezuela 0.0007142505295305649 6.209945849272194e-05 9.631220564582149e-06 4.976139411521753e-06 1.4775122633517858e-05
attack 0.0006157332151125561 4.9679566794177554e-05 7.704976451665719e-05 1.9904557646087013e-05 9.850081755678572e-06
ahead 0.00013546130732476231 0.00013661880868398826 0.0002504117346791359 3.9809115292174026e-05 5.910049053407143e-05
organ 0.00023397862174277128 0.0002111381588752546 2.889366169374645e-05 8.957050940739155e-05 5.4175449656232146e-05
similar 0.00016009063592926456 0.00014903870038253267 0.0001348370879041501 4.976139411521753e-05 9.357577667894643e-05
approach 0.00013546130732476231 0.00014903870038253267 0.000192624411291643 8.957050940739155e-05 3.4475286144875004e-05
hand 4.9258657209004484e-05 6.209945849272194e-05 0.0003274614991957931 6.46898123497828e-05 5.910049053407143e-05
monday 8.620265011575784e-05 9.935913358835511e-05 0.0002311492935499716 0.00011445120646500032 2.9550245267035716e-05
prevent 9.851731441800897e-05 0.00014903870038253267 0.0002311492935499716 9.952278823043507e-05 1.4775122633517858e-05
hard 0.00011083197872026008 0.00024839783397088776 0.00018299319072706083 3.9809115292174026e-05 5.4175449656232146e-05
coal 0.0001724053002315157 1.2419891698544389e-05 3.8524882258328595e-05 0.0001492841823456526 8.865073580110715e-05
load 0.00011083197872026008 0.000546475234735953 1.9262441129164297e-05 1.492841823456526e-05 4.4325367900553575e-05
recoveri 0.00022166395744052016 7.451935019126633e-05 7.704976451665719e-05 1.9904557646087013e-05 0.00015267626721301788
connect 6.157332151125561e-05 3.725967509563317e-05 2.889366169374645e-05 0.00016421260058021786 0.00011327594019030358
variou 8.620265011575784e-05 0.0001117790252868995 8.668098508123935e-05 0.0001492841823456526 5.910049053407143e-05
defens 9.851731441800897e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00018411715822630486 9.850081755678572e-05
princip 3.694399290675336e-05 2.4839783397088777e-05 4.815610282291075e-05 0.00019406943704934837 8.865073580110715e-05
compris 2.4629328604502242e-05 0.00017387848377962143 0.0002504117346791359 6.46898123497828e-05 5.910049053407143e-05
brown 1.2314664302251121e-05 3.725967509563317e-05 1.9262441129164297e-05 0.00018411715822630486 0.00011820098106814286
equival 0.00020934929313826906 9.935913358835511e-05 0.00010594342621040364 8.957050940739155e-05 5.910049053407143e-05
seri 9.851731441800897e-05 6.209945849272194e-05 8.668098508123935e-05 0.00010947506705347856 0.00010835089931246429
confirm 0.00020934929313826906 0.00014903870038253267 0.00012520586733956796 8.459436999586981e-05 3.4475286144875004e-05
country' 0.0002832372789517758 0.00012419891698544388 0.00018299319072706083 4.4785254703695776e-05 2.462520438919643e-05
ownership 4.9258657209004484e-05 1.2419891698544389e-05 9.631220564582149e-06 0.0002438308311645659 5.4175449656232146e-05
brokerag 3.694399290675336e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00024880697057608767 5.4175449656232146e-05
metal 3.694399290675336e-05 2.4839783397088777e-05 7.704976451665719e-05 0.00017416487940326137 8.865073580110715e-05
middl 0.0003448106004630314 8.693924188981071e-05 6.741854395207504e-05 3.483297588065227e-05 8.372569492326786e-05
stabilis 9.851731441800897e-05 7.451935019126633e-05 0.00048156102822910745 4.976139411521753e-06 4.925040877839286e-06
fairchild 2.4629328604502242e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00028363994645673994 2.462520438919643e-05
viacom 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00030354450410282697 9.850081755678572e-06
came 0.00016009063592926456 3.725967509563317e-05 0.00020225563185622515 7.46420911728263e-05 6.402553141191072e-05
tire 2.4629328604502242e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00027866380704521816 2.462520438919643e-05
miner 9.851731441800897e-05 1.2419891698544389e-05 1.9262441129164297e-05 0.0002040217158723919 6.402553141191072e-05
instead 8.620265011575784e-05 0.00012419891698544388 0.00016373074959789654 6.46898123497828e-05 8.865073580110715e-05
met 0.00012314664302251122 8.693924188981071e-05 0.00016373074959789654 0.00013933190352260908 1.4775122633517858e-05
opportun 0.00013546130732476231 4.9679566794177554e-05 9.63122056458215e-05 0.0001293796246995656 6.895057228975001e-05
fundament 9.851731441800897e-05 2.4839783397088777e-05 0.0004719298076645253 1.9904557646087013e-05 9.850081755678572e-06
center 8.620265011575784e-05 1.2419891698544389e-05 1.9262441129164297e-05 0.00016918873999173962 0.00010342585843462501
dispos 7.388798581350672e-05 1.2419891698544389e-05 9.631220564582149e-06 6.46898123497828e-05 0.00021670179862492858
fe 1.2314664302251121e-05 0.00017387848377962143 9.631220564582149e-06 0.0002338785523415224 9.850081755678572e-06
restaur 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00016918873999173962 0.00013790114457950002
coast 0.0003694399290675336 0.00017387848377962143 9.631220564582149e-06 7.961823058434805e-05 1.4775122633517858e-05
offshor 0.0005541598936013004 1.2419891698544389e-05 5.77873233874929e-05 2.985683646913052e-05 2.9550245267035716e-05
ceil 0.0005172159006945471 3.725967509563317e-05 0.0001155746467749858 2.4880697057608766e-05 9.850081755678572e-06
inc' 4.9258657209004484e-05 1.2419891698544389e-05 9.631220564582149e-06 0.0002438308311645659 4.4325367900553575e-05
versu 3.694399290675336e-05 0.00018629837547816584 2.889366169374645e-05 1.492841823456526e-05 0.00019700163511357144
strengthen 7.388798581350672e-05 7.451935019126633e-05 0.00026004295524371804 6.966595176130454e-05 5.4175449656232146e-05
separ 8.620265011575784e-05 2.4839783397088777e-05 2.889366169374645e-05 0.00020899785528391364 4.925040877839286e-05
list 3.694399290675336e-05 9.935913358835511e-05 3.8524882258328595e-05 0.00015426032175717435 8.865073580110715e-05
itali 2.4629328604502242e-05 0.00026081772566943214 0.000192624411291643 8.957050940739155e-05 1.4775122633517858e-05
structur 7.388798581350672e-05 0.0001117790252868995 0.0001155746467749858 0.00010947506705347856 7.387561316758929e-05
entir 8.620265011575784e-05 0.00012419891698544388 4.815610282291075e-05 0.00013435576411108735 7.387561316758929e-05
famili 1.2314664302251121e-05 9.935913358835511e-05 1.9262441129164297e-05 0.00022890241293000064 3.4475286144875004e-05
rel 0.00011083197872026008 9.935913358835511e-05 0.00024078051411455373 3.9809115292174026e-05 6.402553141191072e-05
either 4.9258657209004484e-05 6.209945849272194e-05 0.0001348370879041501 0.0001791410188147831 1.9700163511357145e-05
identifi 8.620265011575784e-05 0.00018629837547816584 7.704976451665719e-05 0.0001293796246995656 3.4475286144875004e-05
elect 4.9258657209004484e-05 1.2419891698544389e-05 0.0002696741758083002 0.00011445120646500032 3.4475286144875004e-05
attribut 3.694399290675336e-05 4.9679566794177554e-05 0.00010594342621040364 1.492841823456526e-05 0.00020685171686925003
cereal 1.2314664302251121e-05 0.0006830940434199413 9.631220564582149e-06 1.9904557646087013e-05 9.850081755678572e-06
em 1.2314664302251121e-05 1.2419891698544389e-05 0.0005489795721811825 1.492841823456526e-05 4.925040877839286e-06
governor 3.694399290675336e-05 3.725967509563317e-05 0.00048156102822910745 1.9904557646087013e-05 9.850081755678572e-06
expenditur 0.0003324959361607803 6.209945849272194e-05 5.77873233874929e-05 4.976139411521753e-06 0.00011327594019030358
iranian 0.0006896212009260628 1.2419891698544389e-05 9.631220564582149e-06 9.952278823043507e-06 9.850081755678572e-06
proceed 7.388798581350672e-05 0.00012419891698544388 1.9262441129164297e-05 0.00016421260058021786 5.4175449656232146e-05
stop 0.00016009063592926456 0.00013661880868398826 0.000192624411291643 5.971367293826104e-05 2.9550245267035716e-05
gross 0.00016009063592926456 2.4839783397088777e-05 0.0001348370879041501 1.9904557646087013e-05 0.0001428261854573393
person 7.388798581350672e-05 7.451935019126633e-05 8.668098508123935e-05 0.0001492841823456526 5.4175449656232146e-05
float 0.00012314664302251122 1.2419891698544389e-05 0.00022151807298538944 9.454664881891331e-05 4.4325367900553575e-05
worker 0.00023397862174277128 7.451935019126633e-05 2.889366169374645e-05 0.00011445120646500032 4.925040877839286e-05
approxim 4.9258657209004484e-05 7.451935019126633e-05 9.631220564582149e-06 0.00014430804293413083 0.00010342585843462501
mobil 0.0004802719077877937 1.2419891698544389e-05 9.631220564582149e-06 3.483297588065227e-05 6.402553141191072e-05
morgan 3.694399290675336e-05 1.2419891698544389e-05 9.63122056458215e-05 0.00010947506705347856 0.00012312602194598215
favor 0.00011083197872026008 0.00019871826717671022 2.889366169374645e-05 0.00010449892764195682 5.910049053407143e-05
week' 0.00011083197872026008 0.00026081772566943214 0.00026004295524371804 1.492841823456526e-05 4.925040877839286e-06
rest 0.00011083197872026008 0.0001117790252868995 0.0001155746467749858 6.966595176130454e-05 8.372569492326786e-05
depreci 2.4629328604502242e-05 1.2419891698544389e-05 0.0001733619701624787 4.976139411521753e-06 0.00019207659423573216
hectar 1.2314664302251121e-05 0.0006955139351184857 9.631220564582149e-06 4.976139411521753e-06 9.850081755678572e-06
sorghum 1.2314664302251121e-05 0.0007079338268170302 9.631220564582149e-06 4.976139411521753e-06 4.925040877839286e-06
broker 1.2314664302251121e-05 4.9679566794177554e-05 0.00026004295524371804 9.952278823043507e-05 4.4325367900553575e-05
auction 1.2314664302251121e-05 1.2419891698544389e-05 0.0005200859104874361 1.9904557646087013e-05 4.925040877839286e-06
cyacq 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00028363994645673994 4.925040877839286e-06
claim 9.851731441800897e-05 8.693924188981071e-05 3.8524882258328595e-05 9.952278823043507e-05 0.00010342585843462501
link 0.0001724053002315157 9.935913358835511e-05 0.00016373074959789654 7.961823058434805e-05 2.462520438919643e-05
iran 0.0005911038865080538 6.209945849272194e-05 2.889366169374645e-05 1.492841823456526e-05 4.925040877839286e-06
feet 0.0005418452292990493 2.4839783397088777e-05 9.631220564582149e-06 4.4785254703695776e-05 1.9700163511357145e-05
leader 0.00022166395744052016 0.00026081772566943214 8.668098508123935e-05 4.4785254703695776e-05 1.4775122633517858e-05
movement 0.00012314664302251122 9.935913358835511e-05 0.0002889366169374645 1.492841823456526e-05 4.4325367900553575e-05
fluctuat 0.00012314664302251122 6.209945849272194e-05 0.00030819905806662876 4.976139411521753e-06 5.910049053407143e-05
left 0.00012314664302251122 0.00014903870038253267 0.0001733619701624787 6.966595176130454e-05 2.9550245267035716e-05
survey 0.00024629328604502243 0.00013661880868398826 0.000192624411291643 4.976139411521753e-06 3.940032702271429e-05
afternoon 4.9258657209004484e-05 3.725967509563317e-05 0.00044303614597077887 2.4880697057608766e-05 9.850081755678572e-06
refer 0.00013546130732476231 0.0001117790252868995 0.00016373074959789654 8.957050940739155e-05 2.462520438919643e-05
bass 0.00011083197872026008 1.2419891698544389e-05 9.631220564582149e-06 0.00022890241293000064 1.4775122633517858e-05
dollar' 2.4629328604502242e-05 1.2419891698544389e-05 0.0004719298076645253 4.976139411521753e-06 3.4475286144875004e-05
swap 1.2314664302251121e-05 1.2419891698544389e-05 0.0004719298076645253 2.985683646913052e-05 1.4775122633517858e-05
attract 0.00011083197872026008 0.00012419891698544388 9.63122056458215e-05 0.0001293796246995656 1.9700163511357145e-05
fear 9.851731441800897e-05 0.00013661880868398826 0.00026004295524371804 3.9809115292174026e-05 2.462520438919643e-05
grade 0.0005541598936013004 0.0001117790252868995 9.631220564582149e-06 9.952278823043507e-06 9.850081755678572e-06
fleet 6.157332151125561e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00022392627351847889 3.4475286144875004e-05
island 0.00020934929313826906 7.451935019126633e-05 4.815610282291075e-05 0.00011445120646500032 3.940032702271429e-05
stabl 0.00014777597162701344 2.4839783397088777e-05 0.0003370927197603752 9.952278823043507e-06 3.940032702271429e-05
found 0.00016009063592926456 7.451935019126633e-05 7.704976451665719e-05 0.00011942734587652208 3.940032702271429e-05
distil 0.0005418452292990493 1.2419891698544389e-05 9.631220564582149e-06 5.473753352673928e-05 9.850081755678572e-06
soft 2.4629328604502242e-05 0.0005216354513388643 3.8524882258328595e-05 2.985683646913052e-05 2.462520438919643e-05
via 2.4629328604502242e-05 8.693924188981071e-05 0.00030819905806662876 5.971367293826104e-05 2.9550245267035716e-05
ccc 1.2314664302251121e-05 0.000670674151721397 9.631220564582149e-06 9.952278823043507e-06 4.925040877839286e-06
cpc 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00022392627351847889 5.4175449656232146e-05
spring 0.00013546130732476231 0.0004595359928461424 1.9262441129164297e-05 2.4880697057608766e-05 1.4775122633517858e-05
remark 8.620265011575784e-05 6.209945849272194e-05 0.00036598638145412166 1.9904557646087013e-05 1.9700163511357145e-05
preliminari 8.620265011575784e-05 0.00012419891698544388 3.8524882258328595e-05 0.00011445120646500032 6.895057228975001e-05
though 0.00013546130732476231 0.00013661880868398826 0.00012520586733956796 3.9809115292174026e-05 7.387561316758929e-05
greec 0.0005049012363922959 0.00017387848377962143 9.631220564582149e-06 4.976139411521753e-06 4.925040877839286e-06
chanc 9.851731441800897e-05 0.00013661880868398826 0.00024078051411455373 4.4785254703695776e-05 2.462520438919643e-05
oblig 8.620265011575784e-05 7.451935019126633e-05 6.741854395207504e-05 9.952278823043507e-05 8.865073580110715e-05
along 0.0001724053002315157 0.00017387848377962143 4.815610282291075e-05 8.459436999586981e-05 3.940032702271429e-05
togeth 8.620265011575784e-05 3.725967509563317e-05 8.668098508123935e-05 0.00013933190352260908 5.4175449656232146e-05
everi 8.620265011575784e-05 9.935913358835511e-05 4.815610282291075e-05 9.454664881891331e-05 9.357577667894643e-05
assum 0.00011083197872026008 4.9679566794177554e-05 3.8524882258328595e-05 0.00011445120646500032 8.865073580110715e-05
matur 2.4629328604502242e-05 2.4839783397088777e-05 0.0004045112637124503 3.9809115292174026e-05 1.9700163511357145e-05
launch 9.851731441800897e-05 6.209945849272194e-05 9.63122056458215e-05 0.00011445120646500032 5.910049053407143e-05
particularli 0.00012314664302251122 0.00014903870038253267 6.741854395207504e-05 5.473753352673928e-05 8.865073580110715e-05
semiconductor 2.4629328604502242e-05 1.2419891698544389e-05 4.815610282291075e-05 0.0002040217158723919 4.4325367900553575e-05
dri 3.694399290675336e-05 0.0005588951264344975 4.815610282291075e-05 4.976139411521753e-06 1.9700163511357145e-05
sheet 1.2314664302251121e-05 1.2419891698544389e-05 7.704976451665719e-05 5.473753352673928e-05 0.00018222651248005358
tanker 0.0006403625437170583 1.2419891698544389e-05 9.631220564582149e-06 4.976139411521753e-06 9.850081755678572e-06
white 0.0003201812718585291 0.00012419891698544388 4.815610282291075e-05 7.46420911728263e-05 4.925040877839286e-06
matter 7.388798581350672e-05 0.00017387848377962143 0.00012520586733956796 9.952278823043507e-05 1.9700163511357145e-05
sun 0.0001724053002315157 1.2419891698544389e-05 9.631220564582149e-06 0.00011445120646500032 8.865073580110715e-05
repay 0.0001724053002315157 6.209945849272194e-05 8.668098508123935e-05 8.957050940739155e-05 5.4175449656232146e-05
night 0.0002832372789517758 0.00013661880868398826 5.77873233874929e-05 7.46420911728263e-05 9.850081755678572e-06
withdraw 0.00012314664302251122 1.2419891698544389e-05 1.9262441129164297e-05 0.00016918873999173962 4.925040877839286e-05
strategi 8.620265011575784e-05 1.2419891698544389e-05 6.741854395207504e-05 0.00013435576411108735 7.387561316758929e-05
subcommitte 8.620265011575784e-05 0.00028565750906652096 0.00010594342621040364 7.46420911728263e-05 4.925040877839286e-06
amc 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 0.0002537831099876094 1.4775122633517858e-05
side 0.00016009063592926456 6.209945849272194e-05 0.00014446830846873225 7.961823058434805e-05 3.4475286144875004e-05
strateg 0.00027092261464952463 2.4839783397088777e-05 9.631220564582149e-06 9.454664881891331e-05 5.910049053407143e-05
adopt 8.620265011575784e-05 6.209945849272194e-05 0.00015409952903331438 6.966595176130454e-05 6.895057228975001e-05
indonesia 0.0004433279148810403 0.00013661880868398826 6.741854395207504e-05 4.976139411521753e-06 4.925040877839286e-06
cannot 0.00012314664302251122 8.693924188981071e-05 0.00020225563185622515 6.966595176130454e-05 1.9700163511357145e-05
spot 0.00045564257918329147 7.451935019126633e-05 0.00010594342621040364 4.976139411521753e-06 4.925040877839286e-06
significantli 6.157332151125561e-05 8.693924188981071e-05 9.63122056458215e-05 4.4785254703695776e-05 0.00012312602194598215
know 0.00013546130732476231 0.0001117790252868995 7.704976451665719e-05 0.00010947506705347856 2.9550245267035716e-05
itself 0.00012314664302251122 2.4839783397088777e-05 0.00010594342621040364 0.00011942734587652208 4.4325367900553575e-05
remov 9.851731441800897e-05 4.9679566794177554e-05 0.00014446830846873225 9.952278823043507e-05 4.4325367900553575e-05
deni 0.00014777597162701344 8.693924188981071e-05 0.0001155746467749858 9.454664881891331e-05 2.9550245267035716e-05
brazilian 0.00013546130732476231 7.451935019126633e-05 5.77873233874929e-05 1.9904557646087013e-05 0.0001428261854573393
doubl 6.157332151125561e-05 7.451935019126633e-05 7.704976451665719e-05 5.971367293826104e-05 0.00012312602194598215
serv 3.694399290675336e-05 7.451935019126633e-05 8.668098508123935e-05 0.00016421260058021786 2.462520438919643e-05
pension 1.2314664302251121e-05 2.4839783397088777e-05 5.77873233874929e-05 3.9809115292174026e-05 0.00019207659423573216
subordin 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00017416487940326137 8.865073580110715e-05
legisl 0.00013546130732476231 0.0003353370758606985 8.668098508123935e-05 1.9904557646087013e-05 1.9700163511357145e-05
occur 9.851731441800897e-05 8.693924188981071e-05 0.000192624411291643 4.976139411521753e-05 4.925040877839286e-05
introduc 7.388798581350672e-05 0.00023597794227234338 0.00010594342621040364 3.9809115292174026e-05 5.4175449656232146e-05
richard 4.9258657209004484e-05 0.0003104972924636097 3.8524882258328595e-05 7.46420911728263e-05 3.4475286144875004e-05
m 3.694399290675336e-05 1.2419891698544389e-05 0.00021188685242080728 9.454664881891331e-05 4.925040877839286e-05
alli 8.620265011575784e-05 1.2419891698544389e-05 7.704976451665719e-05 0.00015426032175717435 3.940032702271429e-05
round 0.00022166395744052016 8.693924188981071e-05 0.0002311492935499716 4.976139411521753e-06 2.462520438919643e-05
monthli 0.00012314664302251122 0.00012419891698544388 7.704976451665719e-05 1.492841823456526e-05 0.00011820098106814286
thing 3.694399290675336e-05 0.0001117790252868995 0.00012520586733956796 0.00011942734587652208 2.9550245267035716e-05
integr 2.4629328604502242e-05 4.9679566794177554e-05 5.77873233874929e-05 0.00016421260058021786 4.925040877839286e-05
feedgrain 1.2314664302251121e-05 0.0006334144766257638 9.631220564582149e-06 4.976139411521753e-06 4.925040877839286e-06
woolworth 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00010449892764195682 0.00015267626721301788
qtrli 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 4.976139411521753e-06 0.0002511770847698036
ton 0.0001847199645337668 0.00028565750906652096 9.631220564582149e-06 5.473753352673928e-05 1.9700163511357145e-05
join 6.157332151125561e-05 6.209945849272194e-05 0.0001733619701624787 0.00010947506705347856 1.9700163511357145e-05
mile 0.0003324959361607803 2.4839783397088777e-05 9.631220564582149e-06 3.483297588065227e-05 8.372569492326786e-05
stimul 9.851731441800897e-05 4.9679566794177554e-05 0.00037561760201870384 4.976139411521753e-06 9.850081755678572e-06
river 0.00014777597162701344 0.0002111381588752546 9.631220564582149e-06 9.454664881891331e-05 2.462520438919643e-05
big 6.157332151125561e-05 9.935913358835511e-05 0.00015409952903331438 5.473753352673928e-05 6.895057228975001e-05
appeal 9.851731441800897e-05 9.935913358835511e-05 3.8524882258328595e-05 0.00014430804293413083 2.462520438919643e-05
api 0.0006157332151125561 1.2419891698544389e-05 9.631220564582149e-06 4.976139411521753e-06 4.925040877839286e-06
newli 2.4629328604502242e-05 1.2419891698544389e-05 7.704976451665719e-05 0.00018411715822630486 2.9550245267035716e-05
johnson 2.4629328604502242e-05 8.693924188981071e-05 0.0001733619701624787 9.454664881891331e-05 3.940032702271429e-05
stand 7.388798581350672e-05 0.00012419891698544388 0.000192624411291643 6.46898123497828e-05 2.462520438919643e-05
tool 9.851731441800897e-05 6.209945849272194e-05 9.631220564582149e-06 0.00018411715822630486 1.4775122633517858e-05
wholli 2.4629328604502242e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00020899785528391364 3.940032702271429e-05
moscow 4.9258657209004484e-05 0.0005588951264344975 9.631220564582149e-06 9.952278823043507e-06 9.850081755678572e-06
dart 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00024880697057608767 4.925040877839286e-06
yr 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 4.976139411521753e-06 0.0002462520438919643
incent 0.0003694399290675336 9.935913358835511e-05 4.815610282291075e-05 2.985683646913052e-05 1.9700163511357145e-05
hour 8.620265011575784e-05 8.693924188981071e-05 0.00021188685242080728 7.46420911728263e-05 9.850081755678572e-06
favour 0.00013546130732476231 0.0001117790252868995 0.0001733619701624787 5.971367293826104e-05 1.4775122633517858e-05
world' 0.00020934929313826906 9.935913358835511e-05 9.63122056458215e-05 6.966595176130454e-05 1.9700163511357145e-05
lehman 6.157332151125561e-05 2.4839783397088777e-05 7.704976451665719e-05 0.00017416487940326137 1.4775122633517858e-05
short-term 6.157332151125561e-05 1.2419891698544389e-05 0.00027930539637288236 4.976139411521753e-05 3.940032702271429e-05
recov 0.00016009063592926456 7.451935019126633e-05 7.704976451665719e-05 4.4785254703695776e-05 8.372569492326786e-05
wait 0.00012314664302251122 0.00018629837547816584 8.668098508123935e-05 7.961823058434805e-05 1.4775122633517858e-05
prove 0.00030786660755627803 7.451935019126633e-05 9.63122056458215e-05 3.9809115292174026e-05 1.9700163511357145e-05
halt 0.00022166395744052016 9.935913358835511e-05 9.63122056458215e-05 4.976139411521753e-05 3.4475286144875004e-05
known 8.620265011575784e-05 0.00013661880868398826 4.815610282291075e-05 0.00011445120646500032 3.4475286144875004e-05
storag 0.0001847199645337668 0.00029807740076506534 9.631220564582149e-06 4.976139411521753e-05 1.4775122633517858e-05
fact 0.00011083197872026008 8.693924188981071e-05 0.00014446830846873225 5.473753352673928e-05 5.4175449656232146e-05
compet 2.4629328604502242e-05 9.935913358835511e-05 2.889366169374645e-05 0.00016918873999173962 2.9550245267035716e-05
csr 9.851731441800897e-05 1.2419891698544389e-05 9.631220564582149e-06 0.00020899785528391364 4.925040877839286e-06
seem 4.9258657209004484e-05 7.451935019126633e-05 0.0002889366169374645 5.473753352673928e-05 9.850081755678572e-06
david 3.694399290675336e-05 6.209945849272194e-05 8.668098508123935e-05 0.00010947506705347856 6.895057228975001e-05
resort 3.694399290675336e-05 2.4839783397088777e-05 4.815610282291075e-05 0.0002040217158723919 9.850081755678572e-06
neg 6.157332151125561e-05 0.00012419891698544388 0.00014446830846873225 9.952278823043507e-06 0.00010342585843462501
ohio 3.694399290675336e-05 3.725967509563317e-05 9.631220564582149e-06 0.00017416487940326137 5.4175449656232146e-05
freight 1.2314664302251121e-05 0.0003353370758606985 1.9262441129164297e-05 8.957050940739155e-05 2.462520438919643e-05
doubt 1.2314664302251121e-05 3.725967509563317e-05 0.00021188685242080728 6.46898123497828e-05 6.895057228975001e-05
telecom 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 0.0001791410188147831 6.895057228975001e-05
qualifi 0.00011083197872026008 2.4839783397088777e-05 9.631220564582149e-06 2.4880697057608766e-05 0.00017237643072437502
